,city,city_name,state_code,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee
29,"Baltimore, MD",Baltimore,MD,649,93.0,25.0,54.0,44.0,11.0,9.0,21.0,35.0,54.0,10.0,9.0,4.0,6.0,19.0,8.0,17.0,8.0,6.0,7.0,6.0,1.0,12.0,4.0,2.0,4.0,0.0,2.0,1.0,3.0,3.0,1.0,6.0,12.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,477,14.0,172.0,49.0,29.0,41.0,6.0,71.0,57.0,19.0,7.0,9.0,3.0,1.0,150,27,5,19.0,30.0,119.0,30.0,74.0,5.0,30.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0
30,"Milwaukee, WI",Milwaukee,WI,421,76.0,48.0,43.0,29.0,8.0,8.0,4.0,20.0,18.0,7.0,11.0,7.0,8.0,16.0,7.0,10.0,13.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,542,13.0,199.0,46.0,60.0,39.0,6.0,74.0,88.0,11.0,8.0,8.0,0.0,1.0,134,21,5,17.0,10.0,124.0,10.0,49.0,3.0,10.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
31,"Tucson, AZ",Tucson,AZ,393,55.0,62.0,35.0,53.0,4.0,3.0,7.0,13.0,17.0,3.0,12.0,5.0,17.0,6.0,8.0,8.0,1.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,172,11.0,29.0,27.0,15.0,40.0,10.0,7.0,22.0,3.0,2.0,11.0,6.0,0.0,93,17,4,28.0,6.0,86.0,7.0,53.0,1.0,7.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0
32,"Fresno, CA",Fresno,CA,468,59.0,49.0,46.0,39.0,26.0,2.0,7.0,14.0,22.0,6.0,10.0,12.0,11.0,9.0,6.0,13.0,7.0,5.0,9.0,8.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,249,12.0,19.0,31.0,5.0,17.0,12.0,0.0,4.0,2.0,2.0,6.0,3.0,0.0,84,11,7,26.0,0.0,84.0,0.0,54.0,18.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0
33,"Sacramento, CA",Sacramento,CA,358,65.0,44.0,30.0,31.0,15.0,19.0,8.0,12.0,25.0,2.0,7.0,3.0,5.0,5.0,8.0,11.0,3.0,7.0,2.0,7.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,4.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,156,12.0,32.0,25.0,15.0,26.0,10.0,5.0,25.0,9.0,5.0,2.0,0.0,0.0,143,16,7,38.0,0.0,140.0,0.0,75.0,11.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
34,"Kansas City, MO",Kansas City,MO,533,69.0,62.0,39.0,64.0,4.0,8.0,13.0,19.0,31.0,3.0,17.0,4.0,12.0,10.0,5.0,5.0,27.0,12.0,14.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,350,13.0,127.0,44.0,44.0,52.0,9.0,14.0,9.0,7.0,3.0,34.0,0.0,5.0,124,16,6,26.0,3.0,119.0,4.0,85.0,3.0,5.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0
35,"Mesa, AZ",Mesa,AZ,407,46.0,93.0,45.0,37.0,6.0,15.0,10.0,13.0,23.0,4.0,9.0,4.0,9.0,12.0,18.0,2.0,12.0,5.0,6.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,210,10.0,38.0,96.0,15.0,30.0,7.0,0.0,5.0,3.0,1.0,12.0,3.0,0.0,108,7,5,34.0,9.0,97.0,10.0,76.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
36,"Atlanta, GA",Atlanta,GA,696,88.0,66.0,46.0,145.0,15.0,14.0,18.0,24.0,20.0,8.0,16.0,22.0,23.0,23.0,17.0,12.0,11.0,16.0,17.0,6.0,3.0,8.0,3.0,9.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,8.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,2.0,0.0,7.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,325,16.0,107.0,46.0,34.0,46.0,10.0,4.0,37.0,12.0,13.0,10.0,1.0,0.0,150,17,7,29.0,14.0,131.0,16.0,100.0,2.0,17.0,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
37,"Omaha, NE",Omaha,NE,394,65.0,32.0,55.0,51.0,7.0,9.0,12.0,20.0,25.0,2.0,16.0,1.0,12.0,8.0,8.0,5.0,4.0,12.0,16.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,264,12.0,93.0,25.0,15.0,46.0,11.0,8.0,30.0,4.0,4.0,3.0,24.0,0.0,121,9,5,30.0,8.0,111.0,10.0,91.0,4.0,8.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,"Colorado Springs, CO",Colorado Springs,CO,536,82.0,52.0,58.0,51.0,15.0,13.0,17.0,17.0,20.0,12.0,17.0,4.0,24.0,13.0,15.0,15.0,13.0,16.0,11.0,11.0,1.0,7.0,3.0,4.0,9.0,2.0,5.0,5.0,8.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,300,11.0,71.0,65.0,16.0,74.0,9.0,21.0,31.0,4.0,5.0,3.0,0.0,0.0,139,22,11,32.0,8.0,131.0,8.0,91.0,11.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,13.0
39,"Raleigh, NC",Raleigh,NC,437,64.0,34.0,39.0,47.0,20.0,5.0,14.0,24.0,24.0,4.0,13.0,8.0,5.0,12.0,14.0,11.0,10.0,13.0,7.0,4.0,1.0,5.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,226,12.0,52.0,46.0,19.0,41.0,8.0,8.0,26.0,13.0,6.0,4.0,2.0,0.0,92,18,6,23.0,12.0,79.0,13.0,54.0,4.0,12.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
40,"Long Beach, CA",Long Beach,CA,359,44.0,33.0,19.0,19.0,6.0,11.0,11.0,11.0,10.0,1.0,11.0,1.0,3.0,13.0,8.0,2.0,4.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,10.0,35.0,38.0,13.0,11.0,7.0,2.0,26.0,4.0,1.0,5.0,0.0,0.0,116,15,4,22.0,2.0,113.0,3.0,58.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,"Virginia Beach, VA",Virginia Beach,VA,434,57.0,29.0,47.0,50.0,14.0,4.0,6.0,14.0,26.0,4.0,4.0,2.0,8.0,26.0,9.0,1.0,8.0,7.0,8.0,4.0,0.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,117,10.0,11.0,41.0,11.0,28.0,7.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,74,14,5,20.0,17.0,57.0,17.0,48.0,1.0,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
42,"Miami, FL",Miami,FL,292,65.0,8.0,18.0,14.0,6.0,5.0,6.0,10.0,2.0,1.0,6.0,5.0,3.0,11.0,3.0,2.0,4.0,4.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,124,10.0,41.0,18.0,19.0,12.0,6.0,0.0,1.0,12.0,7.0,5.0,0.0,3.0,77,9,6,12.0,5.0,72.0,5.0,30.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
43,"Oakland, CA",Oakland,CA,628,84.0,71.0,48.0,21.0,17.0,25.0,18.0,13.0,45.0,20.0,14.0,3.0,7.0,5.0,4.0,15.0,13.0,9.0,1.0,32.0,0.0,7.0,7.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,428,12.0,109.0,62.0,27.0,35.0,5.0,132.0,25.0,8.0,15.0,3.0,3.0,0.0,206,23,11,14.0,3.0,200.0,3.0,63.0,16.0,6.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
44,"Minneapolis, MN",Minneapolis,MN,523,99.0,49.0,53.0,43.0,15.0,10.0,16.0,14.0,20.0,8.0,16.0,4.0,14.0,4.0,18.0,11.0,7.0,12.0,6.0,16.0,4.0,6.0,1.0,5.0,6.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,614,13.0,72.0,55.0,44.0,23.0,6.0,316.0,56.0,8.0,15.0,14.0,1.0,0.0,187,31,7,16.0,0.0,186.0,1.0,109.0,6.0,3.0,6.0,8.0,2.0,5.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0
45,"Tulsa, OK",Tulsa,OK,376,45.0,44.0,35.0,44.0,6.0,6.0,7.0,3.0,18.0,2.0,12.0,9.0,5.0,6.0,7.0,2.0,16.0,12.0,7.0,10.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,216,13.0,77.0,49.0,16.0,31.0,7.0,1.0,15.0,5.0,5.0,7.0,0.0,1.0,72,6,7,15.0,3.0,69.0,3.0,39.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
46,"Bakersfield, CA",Bakersfield,CA,145,24.0,16.0,9.0,11.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35,7.0,0.0,9.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,27,7,3,14.0,1.0,24.0,1.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
47,"Wichita, KS",Wichita,KS,203,36.0,21.0,17.0,22.0,5.0,5.0,4.0,5.0,14.0,0.0,9.0,3.0,10.0,3.0,6.0,1.0,9.0,8.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,74,12.0,16.0,7.0,6.0,20.0,7.0,1.0,6.0,1.0,2.0,6.0,1.0,0.0,38,4,4,11.0,4.0,31.0,4.0,23.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
48,"Arlington, TX",Arlington,TX,248,64.0,12.0,33.0,37.0,4.0,6.0,5.0,10.0,10.0,2.0,6.0,1.0,4.0,5.0,7.0,6.0,4.0,7.0,7.0,8.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,126,11.0,16.0,36.0,18.0,20.0,7.0,11.0,3.0,1.0,3.0,10.0,0.0,1.0,64,15,6,15.0,6.0,58.0,6.0,42.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
49,"Aurora, CO",Aurora,CO,503,68.0,64.0,34.0,51.0,17.0,10.0,17.0,13.0,26.0,25.0,7.0,5.0,15.0,10.0,16.0,15.0,9.0,7.0,4.0,18.0,2.0,13.0,1.0,1.0,6.0,2.0,1.0,5.0,6.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,201,12.0,32.0,58.0,12.0,35.0,8.0,8.0,25.0,5.0,4.0,6.0,7.0,1.0,122,18,13,32.0,12.0,108.0,13.0,83.0,10.0,14.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0
50,"Tampa, FL",Tampa,FL,402,57.0,11.0,25.0,59.0,15.0,5.0,10.0,25.0,12.0,7.0,7.0,4.0,6.0,13.0,13.0,4.0,6.0,2.0,8.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,229,11.0,52.0,36.0,22.0,65.0,5.0,4.0,26.0,2.0,4.0,9.0,4.0,0.0,88,22,2,24.0,17.0,70.0,18.0,57.0,0.0,17.0,2.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
51,"New Orleans, LA",New Orleans,LA,455,78.0,18.0,20.0,29.0,11.0,6.0,9.0,15.0,10.0,1.0,10.0,5.0,12.0,29.0,7.0,5.0,4.0,9.0,7.0,12.0,1.0,3.0,4.0,8.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,26.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,304,13.0,149.0,20.0,16.0,19.0,4.0,11.0,42.0,18.0,9.0,11.0,0.0,3.0,132,20,4,11.0,0.0,131.0,0.0,40.0,1.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
52,"Cleveland, OH",Cleveland,OH,401,64.0,32.0,30.0,32.0,7.0,5.0,4.0,18.0,12.0,6.0,8.0,2.0,4.0,11.0,7.0,7.0,7.0,7.0,8.0,6.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,405,12.0,132.0,26.0,40.0,24.0,6.0,8.0,133.0,8.0,12.0,10.0,0.0,0.0,168,35,4,15.0,13.0,155.0,13.0,70.0,0.0,16.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0
53,"Anaheim, CA",Anaheim,CA,151,46.0,17.0,13.0,24.0,5.0,3.0,2.0,4.0,4.0,0.0,3.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,9.0,24.0,11.0,27.0,8.0,5.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,46,8,4,20.0,0.0,45.0,1.0,31.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"Lexington, KY",Lexington,KY,445,67.0,34.0,42.0,62.0,10.0,10.0,10.0,16.0,19.0,2.0,18.0,0.0,8.0,8.0,10.0,4.0,17.0,10.0,10.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,228,11.0,48.0,29.0,15.0,82.0,12.0,4.0,16.0,0.0,6.0,13.0,2.0,0.0,83,9,5,20.0,6.0,75.0,8.0,49.0,1.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,"Stockton, CA",Stockton,CA,100,33.0,8.0,8.0,7.0,5.0,4.0,3.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,45,8.0,4.0,14.0,7.0,9.0,4.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,32,4,9,10.0,0.0,32.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
56,"Corpus Christi, TX",Corpus Christi,TX,136,31.0,11.0,14.0,10.0,0.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,18.0,3.0,4.0,12.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,71,10.0,19.0,15.0,7.0,17.0,4.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,18,4,3,6.0,2.0,15.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,"Henderson, NV",Henderson,NV,226,37.0,25.0,27.0,29.0,8.0,10.0,8.0,12.0,5.0,3.0,5.0,1.0,7.0,7.0,8.0,0.0,8.0,6.0,8.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,135,11.0,27.0,25.0,7.0,26.0,7.0,4.0,16.0,0.0,1.0,3.0,1.0,18.0,58,8,7,21.0,3.0,55.0,3.0,40.0,9.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
