City,State,Merge_Key_x,State_FIPS,Place_FIPS,NAME,Total_Population_2021,Median_Household_Income_2021,Median_Housing_Value_2021,Owner_Occupied_Units_2021,Bachelors_Degree_Count_2021,Masters_Degree_Count_2021,Unemployed_Count_2021,Unemployment_Rate_2021,Bachelors_Or_Higher_Rate_2021,Total_Population_2022,Median_Household_Income_2022,Median_Housing_Value_2022,Owner_Occupied_Units_2022,Bachelors_Degree_Count_2022,Masters_Degree_Count_2022,Unemployed_Count_2022,Unemployment_Rate_2022,Bachelors_Or_Higher_Rate_2022,Total_Population_2023,Median_Household_Income_2023,Median_Housing_Value_2023,Owner_Occupied_Units_2023,Bachelors_Degree_Count_2023,Masters_Degree_Count_2023,Unemployed_Count_2023,Unemployment_Rate_2023,Bachelors_Or_Higher_Rate_2023,Unnamed: 0,Merge_Key_y,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee,amenity_arts_centre,amenity_attraction,amenity_bar,amenity_bench,amenity_botanical_gardens,amenity_cafe,amenity_casino,amenity_cinema,amenity_clinic,amenity_college,amenity_community garden,amenity_community_centre,amenity_concert_hall,amenity_conference_centre,amenity_courthouse,amenity_coworking_space,amenity_drinking_water,amenity_events_venue,amenity_exhibition_centre,amenity_fast_food,amenity_fire_station,amenity_fountain,amenity_grave_yard,amenity_historic_site,amenity_library,amenity_museum,amenity_music_venue,amenity_nightclub,amenity_parking,amenity_place_of_worship,amenity_planetarium,amenity_pub,amenity_public_building,amenity_public_facility,amenity_restaurant,amenity_school,amenity_shelter,amenity_shelter;ping pong tables,amenity_social_centre,amenity_social_facility,amenity_studio,amenity_theatre,amenity_toilets,amenity_university,historic_site,leisure_amusement_arcade,leisure_bleachers,leisure_garden,leisure_ice_rink,leisure_park,leisure_pitch,leisure_sports_centre,leisure_stadium,other,fortune,sbs
Fort Wayne,IN,"fort wayne,IN",18.0,25000.0,Fort Wayne city,262676.0,53978.0,130700.0,66658.0,32454.0,12130.0,8134.0,0.0309659047648053,0.1697300095935677,264514.0,58233.0,152500.0,67430.0,32667.0,12213.0,7958.0,0.030085364101711,0.169669658316762,266235.0,60293.0,169700.0,68203.0,33722.0,12504.0,7615.0,0.028602550378425,0.1736285612334967,78,"Fort Wayne, IN",200,37.0,20.0,19.0,29.0,4.0,3.0,0.0,8.0,8.0,2.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,83,11.0,23.0,10.0,7.0,19.0,4.0,4.0,11.0,0.0,1.0,2.0,0.0,1.0,39,5,6,12.0,1.0,37.0,2.0,27.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,97,0,0,2,7,1,33
Fort Worth,TX,"fort worth,TX",48.0,27000.0,Fort Worth city,908469.0,67927.0,212300.0,180247.0,117536.0,44361.0,25965.0,0.0285810522978769,0.1782086125118193,924663.0,72726.0,250300.0,185371.0,119522.0,47136.0,25246.0,0.0273029200908871,0.1802364753429087,941311.0,76602.0,277300.0,189660.0,123474.0,50386.0,24060.0,0.025560096503706,0.184699849465267,12,"Fort Worth, TX",499,50.0,26.0,38.0,59.0,5.0,6.0,10.0,15.0,7.0,0.0,14.0,6.0,12.0,10.0,12.0,3.0,23.0,7.0,11.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,223,11.0,66.0,29.0,18.0,46.0,16.0,7.0,15.0,5.0,2.0,18.0,0.0,0.0,83,16,5,27.0,3.0,72.0,3.0,51.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,172,0,0,11,33,2,179
Fountain Valley,CA,"fountain valley,CA",6.0,25380.0,Fountain Valley city,57139.0,92765.0,816900.0,12753.0,11983.0,3422.0,1595.0,0.0279143842209349,0.269605698384641,56754.0,108860.0,932800.0,12455.0,12501.0,3452.0,1771.0,0.0312048489974274,0.2810903196250484,56358.0,111797.0,1018600.0,12462.0,12631.0,3430.0,1806.0,0.0320451399978707,0.2849817239788495,691,"Fountain Valley, CA",33,11.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,3,3.0,0.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,221,0,0,5,16,0,4
Framingham,MA,"framingham,MA",25.0,24960.0,Framingham city,72089.0,90638.0,470300.0,15451.0,15134.0,7808.0,2107.0,0.0292277601298395,0.3182455020876971,71805.0,94909.0,553200.0,15318.0,14487.0,8112.0,2038.0,0.0283824246222407,0.3147273866722373,72013.0,98179.0,600600.0,15039.0,14244.0,7844.0,1780.0,0.0247177592934609,0.3067223973449238,501,"Framingham, MA",39,19.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,3,2,3.0,8.0,5.0,8.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,5,2,3
Franklin,TN,"franklin,TN",47.0,27740.0,Franklin city,81531.0,102721.0,468200.0,20753.0,21577.0,9873.0,1433.0,0.017576136684206,0.3857428462793293,83630.0,106592.0,574000.0,20908.0,22633.0,9497.0,1183.0,0.0141456415162023,0.3841922754992227,85575.0,115000.0,646300.0,21318.0,22826.0,10590.0,1097.0,0.0128191644756061,0.3904878761320479,417,"Franklin, TN",257,45.0,22.0,28.0,31.0,4.0,9.0,11.0,18.0,8.0,1.0,6.0,1.0,2.0,4.0,9.0,8.0,6.0,5.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,132,11.0,14.0,24.0,10.0,45.0,7.0,6.0,10.0,1.0,2.0,8.0,5.0,0.0,94,7,7,16.0,8.0,86.0,8.0,40.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,37,0,0,1,5,1,34
Frederick,MD,"frederick,MD",24.0,30325.0,Frederick city,76376.0,82563.0,289000.0,17919.0,11909.0,7322.0,2206.0,0.0288834188750392,0.251793757201215,78390.0,89981.0,343800.0,18351.0,12381.0,7426.0,1899.0,0.0242250287026406,0.252672534762087,80617.0,95150.0,365200.0,19047.0,12809.0,7713.0,1679.0,0.0208268727439621,0.2545616929431757,455,"Frederick, MD",83,32.0,8.0,11.0,10.0,3.0,0.0,0.0,3.0,4.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,8.0,5.0,6.0,4.0,7.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,20,2,2,6.0,5.0,15.0,5.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,101,0,0,2,7,0,96
Fremont,CA,"fremont,CA",6.0,26000.0,Fremont city,231502.0,153475.0,1069700.0,46170.0,50692.0,37974.0,5034.0,0.0217449525274079,0.3830031705989581,228795.0,169023.0,1231500.0,45534.0,52373.0,38353.0,4967.0,0.0217093905024148,0.3965383858913001,228518.0,176350.0,1289400.0,46384.0,53444.0,39303.0,5336.0,0.0233504581695971,0.4058629954751923,89,"Fremont, CA",252,48.0,11.0,26.0,20.0,10.0,6.0,8.0,6.0,31.0,7.0,1.0,3.0,1.0,0.0,3.0,33.0,5.0,0.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,71,10.0,10.0,21.0,8.0,15.0,5.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,62,9,9,13.0,1.0,61.0,1.0,26.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,136,0,0,2,13,2,11
Fresno,CA,"fresno,CA",6.0,27000.0,Fresno city,538678.0,57211.0,273900.0,83175.0,52075.0,16210.0,23231.0,0.0431259490827544,0.126764040855576,541528.0,63001.0,321800.0,85485.0,54685.0,16926.0,22806.0,0.0421141658418401,0.1322387762036312,543615.0,66804.0,348500.0,89235.0,56426.0,17635.0,22056.0,0.0405728318755001,0.1362379625286278,32,"Fresno, CA",468,59.0,49.0,46.0,39.0,26.0,2.0,7.0,14.0,22.0,6.0,10.0,12.0,11.0,9.0,6.0,13.0,7.0,5.0,9.0,8.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,249,12.0,19.0,31.0,5.0,17.0,12.0,0.0,4.0,2.0,2.0,6.0,3.0,0.0,84,11,7,26.0,0.0,84.0,0.0,54.0,18.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,101,0,0,5,13,0,39
Frisco,TX,"frisco,TX",48.0,27684.0,Frisco city,193140.0,134210.0,448000.0,46103.0,47332.0,27591.0,4164.0,0.0215594905250077,0.3879206792999896,202075.0,144567.0,531400.0,47364.0,50035.0,29760.0,4209.0,0.0208289001608313,0.3948781393047136,210238.0,146158.0,595400.0,49287.0,52707.0,31514.0,4796.0,0.0228122413645487,0.400598369466985,111,"Frisco, TX",181,40.0,13.0,15.0,18.0,7.0,4.0,13.0,7.0,15.0,5.0,2.0,3.0,5.0,3.0,11.0,8.0,7.0,3.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,65,8.0,15.0,19.0,1.0,18.0,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,45,11,11,15.0,4.0,39.0,5.0,35.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,245,0,0,6,7,0,64
Fullerton,CA,"fullerton,CA",6.0,28000.0,Fullerton city,142964.0,92718.0,698600.0,24629.0,25724.0,10859.0,5366.0,0.0375339246243809,0.2558895945832517,142280.0,99279.0,791000.0,24259.0,26089.0,11068.0,5094.0,0.0358026426764127,0.261154062412145,141278.0,104219.0,859600.0,24453.0,26087.0,10848.0,4802.0,0.0339897223913135,0.2614349014000764,179,"Fullerton, CA",73,37.0,7.0,7.0,6.0,3.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,7.0,3.0,7.0,8.0,8.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,43,7,4,9.0,0.0,43.0,0.0,21.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,253,0,0,3,15,0,16
Gainesville,FL,"gainesville,FL",12.0,25175.0,Gainesville city,138741.0,40937.0,182400.0,21234.0,19442.0,10521.0,3400.0,0.0245060940889859,0.2159635579965547,142414.0,43783.0,216600.0,21238.0,19435.0,10698.0,3990.0,0.0280169084500119,0.2115873439409047,143611.0,45611.0,235000.0,22388.0,19517.0,11440.0,3520.0,0.0245106572616303,0.2155614820591737,185,"Gainesville, FL",156,38.0,12.0,11.0,24.0,7.0,3.0,8.0,3.0,9.0,2.0,6.0,2.0,6.0,6.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,9.0,14.0,11.0,11.0,24.0,4.0,0.0,5.0,3.0,4.0,9.0,0.0,0.0,42,10,4,13.0,7.0,35.0,7.0,28.0,6.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,85,0,0,8,15,0,35
Gainesville,GA,"gainesville,GA",13.0,31908.0,Gainesville city,41730.0,57258.0,246800.0,6278.0,3741.0,1570.0,823.0,0.0197220225257608,0.1272705487658758,42780.0,64163.0,296400.0,6490.0,3745.0,1495.0,890.0,0.0208041140719962,0.1224871435250117,44051.0,64636.0,337000.0,6338.0,4241.0,1528.0,751.0,0.0170484211482145,0.1309618396858187,947,"Gainesville, GA",156,38.0,12.0,11.0,24.0,7.0,3.0,8.0,3.0,9.0,2.0,6.0,2.0,6.0,6.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,9.0,14.0,11.0,11.0,24.0,4.0,0.0,5.0,3.0,4.0,9.0,0.0,0.0,42,10,4,13.0,7.0,35.0,7.0,28.0,6.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,57,0,0,1,1,0,14
Gaithersburg,MD,"gaithersburg,MD",24.0,31175.0,Gaithersburg city,68827.0,98089.0,427400.0,12924.0,13379.0,7989.0,2397.0,0.0348264489226611,0.3104595580222877,69016.0,104544.0,472800.0,13105.0,13356.0,7999.0,2220.0,0.0321664541555581,0.3094210038251999,69225.0,107496.0,484500.0,13342.0,13282.0,8140.0,2052.0,0.0296424702058504,0.3094546767786204,531,"Gaithersburg, MD",107,41.0,9.0,7.0,14.0,1.0,3.0,6.0,2.0,12.0,3.0,0.0,3.0,2.0,3.0,2.0,7.0,0.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,5.0,0.0,10.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19,3,4,8.0,3.0,16.0,3.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,235,0,0,1,5,0,121
Gallatin,TN,"gallatin,TN",47.0,28540.0,Gallatin city,43306.0,62881.0,252300.0,10524.0,6227.0,1936.0,585.0,0.0135085207592481,0.1884958204405856,44947.0,68548.0,306100.0,10733.0,6496.0,2262.0,723.0,0.016085611942955,0.1948517142412174,46667.0,73589.0,343700.0,10864.0,6939.0,2472.0,803.0,0.0172070199498575,0.2016628452653909,903,"Gallatin, TN",11,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2,2,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,3,0,4
Galveston,TX,"galveston,TX",48.0,28068.0,Galveston city,53092.0,52899.0,215800.0,10765.0,7258.0,2108.0,1882.0,0.0354479017554433,0.1764107586830407,53265.0,57453.0,258300.0,11004.0,7555.0,2318.0,1813.0,0.0340373603679714,0.1853562376795269,53348.0,57216.0,294300.0,11458.0,7813.0,2613.0,1768.0,0.0331408862562795,0.1954337557171777,741,"Galveston, TX",69,16.0,6.0,3.0,11.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,8.0,13.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,7,1,1,3.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,7,1,0,6
Garden Grove,CA,"garden grove,CA",6.0,29000.0,Garden Grove city,172708.0,78046.0,601000.0,25879.0,20667.0,4607.0,5162.0,0.0298885980962086,0.1463394863005767,171637.0,86139.0,702600.0,26039.0,20945.0,4744.0,5208.0,0.0303431078380535,0.149670525585975,170603.0,90166.0,765500.0,26056.0,22463.0,4783.0,5098.0,0.0298822412267076,0.1597041083685515,145,"Garden Grove, CA",95,24.0,6.0,5.0,5.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,7.0,2.0,0.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,6.0,6.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27,6,4,7.0,0.0,27.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,0,247,0,0,8,15,0,10
